dates,EXCESSBONDPREMIUM,UNRATE,PCEPI,FEDFUNDS
735934,0.0829634941548667,5.6,-1.8404375616651,0.12
735965,-0.0430456192479731,5.7,-5.55002084722354,0.11
735996,-0.294898294814486,5.5,1.97758200574256,0.11
736024,-0.137120152520811,5.4,2.30112255071013,0.11
736055,-0.00139553894684008,5.4,0.921547038841197,0.12
736085,0.0466830806480845,5.6,2.86510283340178,0.12
736116,0.144257301485472,5.3,2.32432086304151,0.13
736146,0.205153711593799,5.2,0.986474714277819,0.13
736177,0.403160579303695,5.1,0.0116007598492729,0.14
736208,0.5327927289412,5,-1.77622159735584,0.14
736238,0.424866172520797,5,-0.174280970276186,0.12
736269,0.506138383109432,5.1,0.731810042476155,0.12
736299,0.686011851816283,5,-0.975845932087438,0.24
736330,0.918536634248861,4.8,0.615804698858113,0.34
736361,0.943050326641699,4.9,-0.743652830895414,0.38
736390,0.568705903063405,5,2.77472877022902,0.36
736421,0.223235194541378,5.1,3.95940620852677,0.37
736451,0.236578059066827,4.8,1.77863362687489,0.37
736482,0.0421873898994858,4.9,2.28294776569982,0.38
736512,-0.0087511432575047,4.8,0.495218176543943,0.39
736543,-0.0168023241351714,4.9,1.79489179739463,0.4
736574,-0.0834301768028443,5,2.0791757423563,0.4
736604,-0.0740499670498451,4.9,2.64831172593176,0.4
736635,-0.743092121664104,4.7,0.45798905198744,0.41
736665,-0.246487154620527,4.7,2.18449091268482,0.54
736696,-0.192937919498561,4.7,4.45955128909041,0.65
736727,-0.189397602917271,4.6,1.8428465357136,0.66
736755,-0.180179055559635,4.4,-0.659459373623861,0.79
736786,-0.130904732920169,4.4,2.63566584541621,0.9
736816,-0.180915659446655,4.4,-0.340493149859711,0.91
736847,-0.137878118237855,4.3,1.14594225104376,1.04
736877,-0.16397252630987,4.3,0.30615571585848,1.15
736908,-0.0742495615465124,4.4,2.84238224761246,1.16
736939,-0.270131797308805,4.3,4.49328790519488,1.15
736969,-0.21698099185429,4.2,1.76786073008479,1.15
737000,-0.146263284050905,4.2,1.98994766245555,1.16
737030,-0.205295322487352,4.1,1.73990348761812,1.3
737061,-0.402271045841505,4,4.27728103058804,1.41
737092,-0.251332565068552,4.1,2.93599294316174,1.42
737120,-0.113871896671367,4,1.69357787091542,1.51
737151,-0.293519090757302,4,2.34699863938417,1.69
737181,-0.205746311310888,3.8,2.27587136461764,1.7
737212,0.017470721633323,4,1.37453250445141,1.82
737242,-0.138432003861733,3.8,1.10734825653047,1.91
737273,-0.0922694381764924,3.8,0.940443255044698,1.91
737304,-0.185195454238665,3.7,2.60725567490461,1.95
737334,-0.00402470984614411,3.8,2.05088673566607,2.19
737365,0.133264492734156,3.8,0.495656131841571,2.2
737395,0.331270861149395,3.9,0.242246284544478,2.27
737426,0.165622648125235,4,-0.154151068257846,2.4
737457,0.0512958714800273,3.8,1.85950166264348,2.4
737485,-0.141092403614926,3.8,3.26091632531806,2.41
737516,-0.0224073781751259,3.6,3.68939681101317,2.42
737546,-0.0375024999474078,3.6,0.830464984246149,2.39
737577,-0.0110682687466632,3.6,0.86263772477011,2.38
737607,-0.0619887810992554,3.7,1.73431714193768,2.4
737638,-0.173235692913453,3.7,0.414120044432309,2.13
737669,-0.260376501330505,3.5,0.816923045632478,2.04
737699,-0.246667923996177,3.6,2.34963588643318,1.83
737730,-0.198626706788049,3.6,0.499791760661239,1.55
737760,-0.307856499721235,3.6,2.89686178520405,1.55
737791,-0.269686203357735,3.5,2.25189528372631,1.55
737822,-0.179175255604815,3.5,1.36207641169896,1.58
737851,1.19914173625293,4.4,-2.66073098814026,0.65
737882,0.649065637747564,14.7,-6.37291657584633,0.05
737912,0.391174232220191,13.2,1.26207001977505,0.05
737943,0.0373551966296675,11,4.26596679918561,0.08
737973,-0.175918402262293,10.2,3.52721854544313,0.09
738004,-0.284953014526358,8.4,3.65691144782012,0.1
738035,-0.00940465159223702,7.9,2.17375767885351,0.09
738065,-0.209881265055665,6.9,0.376241263311528,0.09
738096,-0.477921374952774,6.7,0.193449582621597,0.09
738126,-0.511002023303758,6.7,5.18998557160302,0.09
738157,-0.660653418221229,6.4,4.62415971815702,0.09
738188,-0.9534123815959,6.2,4.02227879874033,0.08
738216,-0.750770334165177,6,7.10703643645445,0.07
738247,-0.494327499247858,6,6.38260160945556,0.07
738277,-0.430636122193146,5.8,6.08758077869318,0.06
738308,-0.587929653483723,5.9,6.65982245881018,0.08
738338,-0.558768707984686,5.4,5.47520004136004,0.1
738369,-0.466460693990972,5.2,4.72917189117723,0.09
738400,-0.646236901154445,4.7,3.74530854680692,0.08
738430,-0.512666890069301,4.6,6.87363960931684,0.08
738461,-0.444197661517619,4.2,7.34221291796473,0.08
738491,-0.437951572522564,3.9,6.49003231463858,0.08
738522,-0.335843032300082,4,6.32454990928331,0.08
738553,-0.206182797181135,3.8,7.10046428551685,0.08
738581,-0.819990299000912,3.6,11.3591380646906,0.2
738612,-0.291343620652558,3.6,2.39126575728932,0.33
738642,-0.112670275607163,3.6,7.25327493393557,0.77
738673,0.0827584064883971,3.6,11.8335295757991,1.21
738703,0.00381412928592017,3.5,-1.39014358489149,1.68
738734,-0.0223123417147124,3.7,3.41899943943282,2.33
