dates,RPI,DPCERA3M086SBEA,INDPRO,CUMFNS,UNRATE,PAYEMS,CES0600000007,CES0600000008,WPSFD49207,PPICMM,PCEPI,FEDFUNDS,HOUST,SP500,EXUSUKx,TB6MS,GS1,GS5,GS10,BAA
718858,10.1614494265526,19.9853920935272,3.73859127823302,87.1624,3.7,1.42740333535514,40.3,8.00002962982704,3.31034692689531,18.3209665569461,3.94590649897921,5.05,7.2902928824466,-22.15365409489,-4.74121517601596,5.33,5.58,5.76,5.74,6.85
718889,5.37119194875757,-4.46893573145921,1.73590662043956,86.867,3.5,4.64513264399571,40.1,7.94704891259208,6.5934231811692,-75.0244283776007,3.74296515562396,5.76,7.34858753092759,85.5092099490285,1.04967204443644,5.49,5.71,5.69,5.64,6.97
718919,6.271891115221,8.23386076653723,13.387379928419,87.582,3.5,1.70404146734526,40.5,7.89476531765088,0,-68.2648492824615,4.42571629159065,6.12,7.24992553671799,27.2823572971827,-6.31184924211841,5.83,6.14,6.04,5.87,7.03
718950,5.6051814489237,10.2248707177894,4.39836145218955,87.3866,3.7,4.47930173308322,40.5,0,3.28317578264929,8.74851991521464,3.7805229483574,6.07,7.24779258176785,31.8211920736825,-2.31262378334334,5.64,5.98,5.85,5.72,7.07
718980,7.25574751814122,11.1296228353156,-1.84251180386017,86.7453,3.7,3.89911466247028,40.4,7.84316517574277,3.27421758384521,-11.6789243018767,3.70593610254577,6.03,7.32118855673948,-2.39043903748843,2.71436466422981,5.41,5.65,5.6,5.5,6.98
719011,5.52721951869799,3.28292969949864,3.34470537928198,86.798,3.5,3.58797242151496,40.3,3.9024424636529,3.26530813723274,-2.93757796636829,4.88187185592306,6.03,7.30988148582479,-26.4916761511092,0.552174195599564,5.23,5.43,5.5,5.42,6.82
719042,5.61393029942749,-1.66282819708634,4.53696445470797,86.4738,3.4,2.70147905986136,40.5,11.6317550467916,6.50408096320678,2.93757796636829,4.17760417770445,5.78,7.34987370473834,38.3965356952061,-1.85832411314171,5.25,5.45,5.48,5.46,6.79
719072,2.01979405184005,1.97715828289216,2.38033106198277,86.6473,3.4,4.14562563837109,40.5,3.85233075629801,0,5.8536701441195,5.27910175213933,5.91,7.35819375273303,29.2554713725806,1.15551284807212,5.41,5.57,5.55,5.58,6.84
719103,5.39816442258001,6.5819832559221,15.4212255831622,87.5059,3.4,4.58371713057204,40.2,11.4833412193807,3.2388683629982,2.91616182394989,4.08310957428082,5.82,7.39633529380081,18.3559984505688,-1.96000462378301,5.6,5.75,5.66,5.7,7.01
719133,4.8808402577599,-2.90594929932073,3.78364855571593,87.1442,3.4,4.58360416072523,40.3,3.80348971353479,0,8.70620505740654,2.46786719371155,6.02,7.34471905414967,12.4588188506618,-0.805031476733298,6.06,6.19,6.12,6.03,7.23
719164,1.10180219347953,9.67405629453246,7.23783544100502,87.3158,3.4,3.30528665133727,40.5,7.57100303191782,3.23014999885398,39.8140784367818,4.67501103904286,6.3,7.47816969415979,-51.8066062382513,1.40845086591477,6.28,6.34,6.25,6.04,7.32
719195,5.63190281569845,7.61289068504709,7.6574221729981,87.6837,3.4,4.48476136142304,40.1,7.52353561631436,0,13.9051382068658,3.00452368194097,6.61,7.44132038971762,-5.89681776291471,2.20994537597945,6.3,6.41,6.34,6.19,7.3
719223,5.39816516129576,-5.26190573567415,9.37334325555277,88.0148,3.4,3.54144837423149,40.4,7.4766597007633,6.43433176966219,0,5.62090534362678,6.79,7.35308192051543,-26.2958729168577,0.150529991207504,6.16,6.34,6.41,6.3,7.51
719254,2.87019189015751,4.86475200045859,-4.42534287964929,87.313,3.4,2.86332890519958,40.7,7.43036429750541,6.40001517043487,11.0092515312495,5.29130884438942,7.41,7.32909373624659,23.9290082442125,0.702223728449169,6.13,6.26,6.3,6.17,7.54
719284,4.66668630459282,8.00589479768323,-4.54420364750572,86.6311,3.4,4.37607322570912,40.4,7.38463868925363,6.36606267563202,21.7200499723415,4.84506563110632,8.67,7.36707705988101,38.4685684514224,-3.31408696709086,6.15,6.42,6.54,6.32,7.52
719315,4.11349510231744,-4.61226476986294,11.6667650026878,86.8278,3.5,5.24390040240021,40.3,7.33947242092343,6.3324685210123,8.04472286662836,5.78837420201079,8.9,7.33171496972647,-64.3326708460741,1.50753788671412,6.75,7.04,6.75,6.57,7.7
719345,6.61059184070965,-1.5854376939231,6.31898454803146,87.1288,3.5,1.57889174972468,40.2,7.29485529165865,3.15374688752357,2.66963402653317,5.22170529088353,8.61,7.2211050981825,-54.8560816253008,0.451892304342438,7.24,7.6,7.01,6.72,7.84
719376,7.41360904881532,10.9669928021761,2.75336364868828,86.9217,3.5,4.7242488894419,40.4,7.25077734715498,3.1454801758489,31.5807699808483,3.34911754896865,9.19,7.21376830811864,-6.73409570712238,-2.56297603554092,7.19,7.54,7.03,6.69,7.86
719407,3.13406557775551,1.52741178908844,-0.268640770411288,86.4785,3.7,-1.58960579042997,40.3,14.3714292560589,3.13725668888498,43.3628475950115,4.94674022417758,9.15,7.3178761986265,4.19736502986758,-0.654184068368568,7.32,7.82,7.57,7.16,8.05
719437,2.22040248601161,6.17705996741353,0.351052587890877,86.2433,3.7,3.49773190925546,40.2,3.56612446698916,6.25001412856623,9.97926748998879,4.09688431387245,9,7.23056315340929,12.7560007647929,3.11675429704832,7.29,7.64,7.51,7.1,8.22
719468,1.20373581719093,-1.38924077598013,-11.3650455441945,85.0284,3.5,-0.590688234024839,40.2,7.1006124337063,9.31440640258678,9.8969633160209,5.14578012063822,8.85,7.11395610956603,8.63718327465754,3.05860397489028,7.62,7.89,7.53,7.14,8.25
719498,2.46425825775134,-1.04298706453587,-3.22421179613084,84.2601,3.5,2.61370047190894,40.3,7.05884388367988,3.08880479420726,29.2103672027144,5.53511948550138,8.97,7.19067603433221,-65.3588815768877,0.500667564005086,7.9,8.17,7.96,7.65,8.65
719529,2.15101644179256,7.10907689132032,-22.4312591284795,82.1369,3.9,-1.09537492596985,40,-3.52423160797191,6.15385964030342,47.1573448972441,4.28100637301245,8.98,6.98933526597456,-10.5832457556712,1.55074328019715,7.78,8.1,8.17,7.79,8.86
719560,2.96335831240384,5.26127486953296,-0.79036139847819,81.9415,4.2,2.17292189551657,40,10.5417954668795,-3.07298503400837,-6.9565412211908,4.73235112698305,8.98,7.17395831975679,-42.6032234235461,2.14771862288075,7.22,7.59,7.82,7.24,8.78
719588,4.63566659583705,-6.12598396838013,-1.55705410859728,81.4499,4.4,2.45453866855811,39.9,6.97676383850379,3.07298503400837,25.3125396717591,2.97008231988638,7.76,7.18462915271731,20.3406269325576,0.548799510656739,6.58,6.97,7.21,7.07,8.63
719619,11.8643730124369,0.907928201695185,-3.09172303951453,80.9049,4.6,-1.73110485976622,39.7,6.93643549859946,0,42.5021126442513,6.09182539686639,8.1,7.1420365747068,-37.1163608296303,0.14962904485385,6.6,7.06,7.5,7.39,8.7
719649,-6.91266028284332,8.22643783082153,-1.39846880346948,80.4631,4.8,-3.77337612282602,39.6,3.45323979313799,0,-11.0396362781078,3.81337891329281,7.95,7.16239749735572,-146.691875194493,-1.19755509128145,7.02,7.75,7.97,7.91,8.98
719680,3.74205830281937,4.02799978259338,-3.88756226043849,79.9701,4.9,-1.603905889732,39.6,10.3004924296699,3.06513576611618,-17.8774256167648,3.11104884031099,7.61,7.23345541862144,-7.43820383523399,-2.99912681626915,6.86,7.55,7.85,7.84,9.25
719710,6.71751803125034,-0.256702796187191,2.94378255372525,79.9686,5,0.405399702622589,39.7,6.81820016091708,0,-18.1477938890648,4.36489425451292,7.21,7.32448997934853,2.06199244444321,-3.55867687661329,6.51,7.1,7.59,7.46,9.4
719741,3.05018742813488,5.03843609531689,-2.14367880693551,79.1785,5.1,-1.96070189405546,39.6,10.1552087024804,0,-20.749796532073,3.1489318863871,6.62,7.24351297466548,34.3683995917893,-1.45658515676059,6.55,6.98,7.57,7.53,9.44
719772,-0.836336978796481,5.90809658853857,-8.29996885950983,78.269,5.4,0.11840908940286,39.3,6.72270665840387,12.1828457568215,-11.68461033343,5.3627549554637,6.29,7.3356339819272,69.7018333483978,-1.20678828523912,6.46,6.73,7.29,7.39,9.39
719802,-4.11993576607017,-7.31502123409697,-24.2484015039533,76.2837,5.5,-7.17635475649203,39.2,-3.35664554527364,0,-16.5519865588033,5.90546784042232,6.2,7.36518012602101,25.7332412635098,1.05600610246852,6.21,6.43,7.12,7.33,9.33
719833,-1.24270725421667,-7.91799573612479,-7.28809423646322,75.5842,5.9,-1.90733028162668,39.3,3.35664554527364,6.04535283594849,-41.1745739865344,4.74867534466252,5.6,7.40671073017764,-1.2807590898575,1.45676807977986,5.42,5.51,6.47,6.84,9.38
719863,4.11208882616592,11.1131693643332,27.2462144636114,77.3376,6.1,6.50988487549782,39.4,16.6438174369804,0,-40.0872348794064,5.29180816282775,4.9,7.54591815120932,79.4645792231723,0.150599259751338,4.89,5,5.95,6.39,9.12
719894,10.3126057422173,16.3532294701593,9.19248470052505,77.7733,5.9,1.23679038458349,39.6,13.1508165476634,3.01129392651127,-20.5572479162209,2.52507633326466,4.14,7.5109777520141,44.9872884975111,7.60572973931004,4.47,4.57,5.89,6.24,8.74
719925,2.35406677053973,2.26423072872191,-2.28754161278921,77.612,5.9,-0.982551300023005,39.4,6.52175518314824,6.00001250004674,-23.5558272538629,3.52620417450229,3.72,7.46221493976819,45.5878534836465,5.97065664950311,3.78,3.89,5.56,6.11,8.39
719953,3.75283259844252,0.58632605082245,-1.29863754127282,77.2533,6,0.89788028217157,39.6,6.48650228028975,2.98879357494215,0,3.96159660481032,3.71,7.55485852104068,30.3813695811474,0.446603954291636,3.5,3.69,5,5.7,8.46
719984,3.22194427643936,7.18015083108217,6.71730261116004,77.4617,5.9,2.97682962602579,39.6,9.66448176851618,2.98136799319426,33.878471553059,4.6701319137199,4.16,7.59387784460512,40.2801883669003,-0.396973083883267,4.03,4.3,5.65,5.83,8.45
720014,4.56687466865944,-0.874347314153567,6.07360539953739,77.7858,5.9,3.55910664816363,39.6,6.40001517043487,5.94060619182741,-15.5174576066987,5.03888334692224,4.63,7.6251071482389,-16.4225437023052,0.396973083883267,4.36,5.04,6.28,6.39,8.62
720045,22.2980050560786,9.66559542464083,5.02433044316977,77.7843,5.9,0.1178939096107,39.6,6.36606267563176,2.95931099423257,0,5.29291002829861,4.91,7.61381868480863,-22.4127317868287,0.0496124031078793,4.97,5.64,6.53,6.52,8.75
720075,-15.0858850611741,-5.17572356626257,-3.49021511245873,77.7198,6,1.02687126187178,39.6,3.17041135540652,-5.92593796869902,0,3.62538040101192,5.31,7.64156444126097,-8.69569022492129,-0.148843363223961,5.63,6.04,6.85,6.73,8.76
720106,4.12470389741912,6.86851057993216,-6.98247523980982,76.6063,6.1,0.975555110916559,39.5,9.46128422897852,8.87796897773399,2.60021770210859,3.45040287011216,5.57,7.67693714581808,-21.5252408240001,7.96195045494974,5.22,5.8,6.55,6.58,8.76
720137,7.04295206515368,11.9056741219181,19.3445461921074,77.9607,6,4.04512681367848,39.4,3.13725668888525,0,2.59459560539401,1.80340221112996,5.55,7.62119516280984,26.3639570575265,17.0312809897767,4.97,5.41,6.14,6.14,8.59
720167,3.31098466525503,2.89692597467219,8.9493110647112,78.9213,5.8,0.469090305856668,39.6,6.2500141285657,0,-5.1948133075026,1.85522044955277,5.2,7.66293785046154,-25.7470856102305,9.77621862051499,4.6,4.91,5.93,5.93,8.48
720198,6.11277098678116,6.05682083936578,5.08099910084283,79.015,6,3.42883659894113,39.8,0,2.94478675387975,2.60021770210859,2.45103686874213,4.91,7.68799716639302,-56.9581315964861,1.78209509162159,4.38,4.67,5.78,5.81,8.38
720228,6.2509764208329,7.75995429225436,13.7735930787859,79.5499,6,4.36800615660999,39.7,15.4840858030894,8.79124811048779,-20.9612316484689,4.72452245080586,4.14,7.73848812249465,79.9253398493224,15.9208694026161,4.23,4.6,5.69,5.93,8.38
720259,5.76824213732934,0.120852006749139,28.3576987382256,81.3641,5.8,5.51228918091269,39.7,9.19544729468305,-2.92326575745747,5.27473376764576,4.9219188736533,3.51,7.82164312623998,48.9621923130713,20.6710885195467,3.66,4.28,5.59,5.95,8.23
720290,9.75616125879242,2.89680285513736,12.3931083994588,81.8427,5.7,3.42410752765403,39.9,9.12551926226328,8.74851991521464,0,4.68676944221453,3.3,7.77904864492556,21.8711090136203,15.3996933872992,3.63,4.27,5.69,6.08,8.23
720319,7.56725020781914,19.3726180456276,8.32820369395044,82.1985,5.8,4.87939570026867,39.9,9.0566467624595,0,20.8700912542426,1.71927497509223,3.83,7.7553388128465,28.1835406304797,6.61842422287995,4.12,4.67,5.87,6.07,8.24
720350,1.56930002782687,3.47460100613723,11.8804917428534,82.8812,5.7,3.58096442487863,39.9,6.00001250004674,0,5.16129827926886,1.87764081494102,4.17,7.71824095195932,12.1941003113999,-3.62642052473774,4.23,4.96,6.17,6.19,8.24
720380,5.12112648061276,6.0172186709833,0.165268688731146,82.8124,5.7,5.02486566006297,39.8,5.97016156813668,5.79711272359926,-2.57787424594706,2.57028210714676,4.27,7.70571282389443,-12.1941003113999,1.01099075408979,4.12,4.64,5.85,6.13,8.23
720411,3.30562949562889,3.87747779311862,2.88996976062847,82.8759,5.7,4.71109844566797,40,0,5.76924188172327,-2.58342403332179,1.87069944127476,4.46,7.72046169459972,3.33797155425266,-20.0564352290368,4.35,4.93,5.91,6.11,8.2
720441,7.2664610699043,8.80494843491899,-1.19510537583682,82.6379,5.6,-0.797466581188644,39.9,2.97397921736042,2.8742528711458,-18.2413935984602,4.26496517193673,4.55,7.71957398925958,-8.92197418502221,-59.559872412025,4.5,4.96,5.97,6.11,8.23
720472,11.0669123657715,6.42644372318379,16.312854323634,83.5,5.6,7.01253263804631,40,11.822755731614,5.72793450318958,2.6229518639763,3.50722063491826,4.81,7.77569574991525,41.800743210759,2.69668543894368,4.55,4.98,6.02,6.21,8.19
720503,4.56736733846412,2.04458924616979,9.30602219303136,83.9419,5.5,1.98915176438916,40,8.79124811048753,5.70072331031728,15.6184417344839,5.34734290245602,4.87,7.8164169836918,-17.4231735893439,-4.51423496053236,5.13,5.52,6.25,6.55,8.09
720533,27.3794402327475,19.6500089958318,14.9717845184027,84.8748,5.6,6.60679266276674,40.1,8.72731119489547,-5.70072331031728,-2.58899776802544,1.31992885692735,5.05,7.81802793853073,2.19178143124168,-22.9296856101155,5.13,5.52,6.18,6.48,8.06
720564,12.1323601102382,4.69267998446323,14.1595630190356,85.6845,5.3,4.79529128497944,40,2.89505568646096,8.54096132263642,-2.59459560539401,3.58287862214013,5.06,7.79193595693806,58.7567294567059,-21.8955571993132,5.09,5.27,6.12,6.28,7.99
720594,4.41557635630616,4.63677636513538,13.4529847750851,86.5679,5.2,4.71243475397358,39.7,5.76924188172381,11.2942010188162,0,3.83445643721156,5.33,7.76895604453833,24.7644214276519,-3.3727984046902,5.3,5.52,6.16,6.36,7.93
720625,-4.7798357332546,11.6445788076883,8.79418295501679,86.9569,4.9,5.55125753879935,39.7,14.3029106846524,8.40143455078017,10.3448916526883,3.61311991593194,5.94,7.8164169836918,9.15646663882974,5.8198020989602,5.62,5.89,6.34,6.46,7.9
720656,4.3691401636508,7.31811514724718,17.1109699371231,88.0723,5,6.28368985988814,40.1,0,13.8729868812911,40.5101759099455,6.30990307261179,6.58,7.73587031995257,-43.340910273594,35.5748849567281,5.83,6.19,6.6,6.64,7.97
720684,1.47557448615032,1.59143854188617,0.388071056069172,87.9616,4.9,4.25482067316025,40.2,5.67376943513507,24.5742376122486,91.0616370298474,8.44800172128384,7.09,7.76853330092603,-19.0648317147826,22.1412110290206,6.51,6.85,6.8,6.71,8.03
720715,2.3028250505611,-4.70639702769091,-1.52088560165691,87.5448,5,2.68693766141226,40.1,8.46066959599998,8.0808386176134,22.8578339648333,8.9016980889923,7.12,7.64204440287326,-22.6320134401611,5.47205403330184,6.52,6.85,6.67,6.67,8.09
720745,5.24340883380958,2.52225612146777,8.13356058551253,87.7948,4.9,3.02541586614922,40.2,5.60748683927113,8.02678578095559,6.77330114361219,5.8809859669509,7.84,7.72577144158795,-34.2092131473066,22.4484539307523,6.62,6.89,6.8,6.85,8.06
720776,3.33665231299989,-3.0050563693802,1.19694920895288,87.5181,4.9,3.73595898855399,40.1,8.36240317931196,13.2598034239022,13.4329760917835,6.86718984798116,8.49,7.63385355968177,-27.1709720997119,21.430819448189,7.23,7.31,6.69,6.9,8.13
720806,3.52897638621741,9.50873675903239,4.75206113339137,87.5785,4.8,0.405721720380114,40.1,8.30453141348846,-2.64026509152284,26.4230858927007,4.3542514337096,10.4,7.66058546170326,11.3960970447089,-18.1633207343338,8.12,8.39,7.33,7.13,8.24
720837,-3.51846849216173,-14.9816531845232,-1.80468098211346,87.0654,4.8,3.97194046471867,40,2.75545471242058,41.5625959953072,17.2975968026211,13.7184551359871,10.5,7.62608275807238,-22.9014584308931,-29.5873920633636,8.65,8.82,7.63,7.4,8.53
720868,7.07639498707238,17.4850287396113,9.68320189918312,87.4476,4.8,1.67827848442812,40,10.9589802759269,-2.55591150938965,-2.148612928546,4.78704146153053,10.78,7.53583046279837,20.6308806484476,-28.1500444074899,8.45,8.31,7.05,7.09,8.63
720898,10.4403114837702,-8.26622371970416,9.11756727136179,87.9726,4.6,5.12904069132034,40,5.44218619846939,-2.56136703435903,14.9601225181566,6.74911832429874,10.01,7.42476176182321,46.8025893639229,5.39660527890637,7.32,7.4,6.77,6.79,8.41
720929,2.73666670414556,2.18279414596942,5.61055408381534,88.3065,4.8,4.83003603344656,40.3,8.11728010625048,10.2128276014906,27.2977650311237,9.80764027715146,10.03,7.45240245122364,-88.4252589493912,-21.0295652215081,7.96,7.57,6.92,6.73,8.42
720959,-3.18376569840169,-10.2453680167015,-3.19537362977247,88.0708,4.9,1.70822915522493,40.1,2.69360382458865,10.1266423750374,120.396702846188,9.82550247644287,9.95,7.3304052118444,-88.0972760937944,-35.5097757310417,7.56,7.27,6.8,6.74,8.48
720990,-10.2772796089539,-0.671224380459279,-8.20423951131257,87.0738,5.1,1.060647858408,39.8,0,29.8770619460726,26.0072098786758,11.4346567152465,9.65,7.28000825288419,16.7219427549007,-49.3661894309867,7.65,7.42,6.95,6.99,8.48
721021,-7.23423921843889,-6.95805927285864,-3.64160534504396,86.474,5.2,2.36386737479322,40,13.378064979137,21.9295442921776,20.0460242400041,13.9034715529299,8.97,7.46851327149634,-33.680201920345,27.1544628054317,6.96,6.88,6.82,6.96,8.53
721049,-7.87931667681363,1.87441462666076,0.168398525912572,86.1348,5.1,0.643883758660735,39.9,5.30974317642707,12.0121123141205,70.1954480179303,13.8384693831775,9.35,7.34923082461333,50.1723240720182,34.1654536387995,7.83,7.76,7.31,7.21,8.62
721080,-0.714175784170834,4.00143724307238,-3.23527735110556,85.5516,5.1,1.31735164304132,39.1,2.64608706997658,11.893060679345,67.92703466582,8.45173114591908,10.51,7.38212436573751,-62.9528224818095,24.3601361923928,8.32,8.62,7.92,7.51,8.87
721110,1.08193397344607,3.50430520246334,9.02536548805379,85.9119,5.1,2.55398965975075,39.8,20.9612316484692,14.1178098955036,95.9273398684672,11.7796355919426,11.31,7.26262860097424,-36.767824315347,12.5441035658729,8.4,8.78,8.18,7.58,9.05
721141,-0.783006996239521,-2.8697893947685,-1.95752409241177,85.6997,5.4,0.839945819610932,39.7,12.9172399045901,0,13.3088240329894,10.1040601567821,11.93,7.32184971378836,1.60481468251277,-11.7405545277279,8.12,8.67,8.1,7.54,9.27
721171,4.71650354253939,3.94884250541452,1.90777387992984,85.4503,5.5,0.488425343807108,39.7,7.68412444224849,32.3096440447111,-8.85612875714621,8.83450806073487,12.92,7.18235211188526,-148.931263724987,-0.30126783705664,7.94,8.8,8.38,7.81,9.48
721202,-2.01291070000806,8.96687924560471,-12.7858636853613,84.4809,5.5,-0.259451210828132,39.7,15.2221914327788,22.557055161003,11.793706723515,12.4767187595523,12.01,7.04053639021596,-50.6834698258597,-22.3017062514812,9.11,9.36,8.63,8.04,9.77
721233,-1.25261221186008,-12.0950813708863,0.338708719367808,84.305,5.9,-0.137379236805657,39.5,12.5392990492093,13.3334705100848,-13.2761034531065,12.3930007010433,11.34,7.0475172213573,-131.828572135029,-14.9805682027552,8.53,8.87,8.37,8.04,10.18
721263,3.84525380002501,-3.32332607039074,-3.90624309738836,83.5068,6,0.305265837312163,39.6,12.4096245536793,21.8984179060792,-53.0724521625178,8.59070046276678,10.06,6.97541392745595,23.0306574691291,8.51708059767238,7.74,8.05,7.97,7.9,10.48
721294,-7.16209097956977,-12.7434825929519,-39.8467441771526,80.8715,6.6,-5.5833619958868,39.1,4.92813834318389,23.6354999708691,-17.1766107663245,8.96993958423415,9.45,6.93342302573071,39.1024821024498,-4.01872343308138,7.52,7.66,7.68,7.68,10.6
721324,-0.704422586239417,-2.34537619582493,-43.7171953815369,77.0623,7.2,-9.43583817246889,39.1,9.79597276699318,0,-20.6217897049211,9.42763331191259,8.53,6.88243747099785,-80.7739463909886,2.16560020962726,7.11,7.31,7.31,7.43,10.63
721355,-1.14512698070612,9.76734230733811,-16.5829750767156,75.3621,8.1,-5.56069277337059,38.9,7.29485529165865,6.36606267563202,-22.6117053617752,7.44573226425924,7.13,6.93925394604151,94.4123468342827,16.8299964373937,6.36,6.83,7.41,7.5,10.81
721386,-0.573479371894337,10.3961509096868,-27.9777589280533,73.1397,8.1,-5.83617105137932,38.6,7.25077734715525,-2.11827062948338,-36.41658766715,6.49352233864384,6.24,6.80682936039218,118.634457920919,16.8977803170211,5.62,5.98,7.11,7.39,10.65
721414,0.890191532491968,-2.57194873799023,-13.3201550310982,72.0329,8.6,-4.21968839271756,38.3,11.9881116901035,0,8.37407445775433,4.05143693512837,5.54,6.90073066404517,53.90215373349,11.0682574530088,5.62,6.11,7.3,7.73,10.48
721445,1.42631687299399,1.37984631783592,2.35402127425726,71.905,8.8,-2.94694089636707,38.7,2.38331756595516,10.5541577433929,-6.6945780324474,4.08068690984802,5.49,6.91274282049318,13.3888629291146,-23.7065784066616,6,6.9,7.99,8.23,10.58
721475,7.35341445379802,23.7295346630328,-3.60899834337935,71.6918,9,2.57113839838468,38.9,4.75248145931637,6.28822399626756,-10.112419394256,4.75044754549767,5.22,7.02197642307216,73.882155985369,-25.6831085855473,5.59,6.39,7.72,8.06,10.69
721506,20.7340636378888,1.75273134650631,7.59343425093579,72.1801,8.8,-1.61415676171686,38.8,7.09361671566864,10.4076975041146,-23.9324171608025,7.49390364341469,5.55,6.99117688712121,30.2481768400156,-20.9707997293513,5.61,6.29,7.51,7.86,10.62
721536,-13.3359171233899,4.84319470305437,11.7392224484597,73.0588,8.6,3.89847104917962,39.1,4.70588838381802,10.3182063062778,-5.19106793654629,10.2703805577148,6.1,7.11151211649616,1.16826230223666,-51.5040526183367,6.5,7.11,7.92,8.06,10.55
721567,8.9509477726196,3.04881901344611,12.2313403229555,73.6876,8.4,5.97182940209962,39.4,9.35677255203808,10.2302409880313,6.91644566009977,5.16527192496667,6.14,7.13886699994552,-91.3572307864531,-39.1958171528009,6.94,7.7,8.33,8.4,10.59
721598,2.8146453831198,3.07724966123573,15.5248903349353,74.7918,8.4,1.16594667841809,39.5,4.65116861363155,8.1218584153671,17.1186925905864,5.93563980161473,6.24,7.1420365747068,-14.6497887079263,-17.6671366565695,6.92,7.75,8.37,8.43,10.61
721628,5.6225875514329,-0.108474576344797,5.07149263599178,75.035,8.4,4.8382160030549,39.5,4.63321038895144,10.0756259434878,0,6.94328485379128,5.82,7.20340552108309,54.0382226007665,-15.4197571184025,6.25,6.95,7.97,8.14,10.62
721659,-0.066848150673593,9.07785308982962,1.49326334456514,74.995,8.3,2.24190756141738,39.5,6.91644566010003,4.00668151861687,-3.40425760223866,7.68624136830667,5.22,7.2152399787301,20.1527351689922,-4.91085163594143,5.8,6.49,7.8,8.05,10.56
721689,1.75156770429012,11.3937904854591,16.4002997552306,75.9425,8.2,5.11747573944419,39.8,6.87680965078217,1.99833518287349,-6.83762533756536,6.61362392939644,5.2,7.18614430452233,-18.3927077761407,-15.5069102960535,5.85,6.6,7.76,8,10.56
721720,7.8317953562923,11.8499393280574,16.1068347780549,76.6969,7.9,7.45210675016423,40,9.10820312001066,-1.99833518287349,-3.43347873723943,4.5793779381043,4.87,7.22037383672395,105.608097191458,3.85118952025367,5.14,5.81,7.46,7.74,10.41
721751,7.00607454257351,-0.985973410713292,11.8778310696191,77.6411,7.7,4.77501758338619,40,9.03959076905414,-2.00166852083647,-1.72043040221794,1.50899810868239,4.77,7.33823815006559,45.4627448286672,-1.4205387867821,5.2,5.91,7.45,7.79,10.24
721780,3.16154685434,5.93877956343434,2.48525073780268,77.7126,7.6,3.52708914544095,39.7,6.73528428594894,2.00166852083647,10.2857772601691,1.79201771016828,4.84,7.2591161280971,5.94944203294432,-50.4382633775846,5.44,6.21,7.49,7.73,10.12
721811,4.60610547808074,8.5576180225619,6.15651056218915,77.9947,7.7,3.69837352236502,39.4,4.46927890917905,5.9850498132473,36.9777156528116,2.72362453682824,4.82,7.24064969425547,9.45817704270411,-61.1359140838708,5.18,5.92,7.25,7.56,9.94
721841,1.32481773846109,-8.66278431683174,5.02514783109724,78.2011,7.4,0.302640540304111,39.9,11.1009117265811,1.98840144915522,24.5742376122486,5.75210391140626,5.29,7.28550654852279,-8.27182005037663,-25.2212228564744,5.62,6.4,7.59,7.9,9.86
721872,1.81779827684707,13.6642387349326,1.19246145543688,78.0949,7.6,0.967937136569219,39.8,4.41176967517052,1.98511211523211,12.9033501315149,5.20170844242855,5.48,7.30988148582479,7.09361671566811,-29.4983917454787,5.77,6.52,7.61,7.86,9.89
721902,7.37652330561787,3.46100839826278,6.86757321230118,78.4834,7.8,2.58238365989598,39.8,10.9589802759269,3.96039963438781,36.3424747066219,6.06031489247663,5.31,7.24494154633701,27.9624302434133,14.2013491764033,5.53,6.2,7.49,7.83,9.82
721933,3.3949740738521,2.10632382688818,8.14063345080278,78.7956,7.8,2.36607696073889,39.7,10.8598026239013,3.94737198047856,6.20958694802169,6.58739074172576,5.29,7.34601020991329,-10.4097038324085,-1.47990376960632,5.4,6,7.31,7.77,9.64
721964,1.00917718213864,4.4765892135926,3.43219649085782,78.7813,7.6,2.82713983244349,39.9,8.61763129039765,3.93442975403815,7.71706839634838,6.74939744563492,5.25,7.4500795698075,25.2882921486343,-38.0202742461637,5.3,5.84,7.13,7.59,9.4
721994,-0.396335761366373,1.85460826841393,0.0348351526909596,78.5361,7.7,0.285351340180284,39.7,2.14477268891491,5.87756277065594,7.66775771852473,6.27849866754282,5.02,7.39572160860205,-41.6628152249306,-63.8505380937313,5.06,5.5,6.75,7.41,9.29
722025,10.4985465415766,6.91230381675787,18.4378883473221,79.3861,7.8,4.93035392072585,39.8,10.6667369006952,9.73241344494475,-3.06122614992539,5.42276120933405,4.95,7.40306109109009,-8.27182005037663,0.293058185716766,4.88,5.29,6.52,7.29,9.23
722055,3.6867712461671,15.8296201207163,12.3514461766149,80.0024,7.8,3.10664317692328,39.6,8.46564357586796,9.65411482179803,-18.5331869129694,6.68568968946097,4.65,7.49776170062257,40.800433227751,29.1647100377364,4.51,4.89,6.1,6.87,9.12
722086,-5.84331943818555,-3.47342484216355,-7.81350336173698,79.5162,7.5,3.6043666711592,38.9,10.4987546318826,1.92153764036895,6.20958694802169,6.95879491203222,4.61,7.33106030521863,-10.3597765736438,24.06592395451,4.83,5.29,6.58,7.21,9.08
722117,3.89266103811536,6.66818060699335,19.0847798270182,80.7876,7.6,4.42361242662415,40,6.2554442262396,13.3652932925468,32.0833877892429,9.34427786165415,4.68,7.57198844937744,-32.8145446686339,-1.47252187817406,4.9,5.47,6.83,7.39,9.12
